Town,Inhabitants,y_lat,x_lon,node_id
Budapest19,54799.0,47.4457,19.143,5205353634
Budapest20,60399.0,47.43674,19.10093,282183564
Budapest21,68531.0,47.43047,19.07098,84693633
Budapest22,55364.0,47.42698,19.04016,21512980
Budapest23,22328.0,47.394,19.1225,539329707
Bugac,2743.0,46.67231500100007,19.65146615300006,382177916
Bugacpusztaháza,265.0,46.69620773906488,19.58858617748151,471453589
Bugyi,5499.0,47.18626733400004,19.16161000000005,1707636990
Buj,2342.0,48.08997000000005,21.62311590500008,540913413
Buják,2004.0,47.88527500100002,19.54772907000006,2925098196
Buzsák,1609.0,46.65709270500003,17.56661500000007,11830384125
Bük,3604.0,47.38513500000005,16.75492270600006,1365740768
Bükkábrány,1639.0,47.88679500000006,20.69202506300007,247459922
Bükkaranyos,1588.0,47.99322500000005,20.77735746100007,1168331496
Bükkmogyorósd,125.0,48.12273829354869,20.35586780661433,473406897
Bükkösd,1105.0,46.12093000000004,17.99978545800008,6262581272
Bükkszék,682.0,47.99429500000008,20.17161901300005,2480050927
Bükkszenterzsébet,1034.0,48.07130500000005,20.13412963700006,2840335370
Bükkszentkereszt,1138.0,48.06147500000003,20.60350761400002,3054916258
Bükkszentmárton,330.0,48.069529556475,20.32737108747225,473407401
Bükkzsérc,963.0,48.00216993800007,20.49594500100005,738424512
Bürüs,74.0,45.95662500000003,17.76393292500006,412188164
Büssü,380.0,46.45098724200005,17.95600000000007,11998322777
Büttös,161.0,48.48113215137889,21.00282104567885,2811296668
Cák,320.0,47.35657219858535,16.5146492671201,3589336794
Cakóháza,53.0,47.70989500000007,17.29378832600003,2556995279
Cece,2628.0,46.76243000100004,18.66160293800004,163706439
Cégénydányád,662.0,47.94019500000007,22.54571292200006,415284462
